ID_REF	Probe Name	miRNA_ID	Accession	Class Name	HC1	HC2	HC3	HC4	LTB1	LTB2	LTB3	LTB4	LTB5	LTB6	DS-TB1	DS-TB2	DS-TB3	DS-TB4	DS-TB5	DS-TB6	DR-TB1	DR-TB2	DR-TB3	DR-TB4		
hsa-miR-548j-5p	hsa-miR-548j-5p	hsa-miR-548j-5p	MIMAT0005875	Endogenous1	36.21	16.1	37.64	24.83	40.69	37.62	40.61	22.04	36.23	24.57	23.16	30.43	20.36	34.61	21.99	16.81	33.78	23	19.62	32.84		
hsa-miR-548k	hsa-miR-548k	hsa-miR-548k	MIMAT0005882	Endogenous1	24.14	19.94	23.16	28.75	24	19.51	32.15	9.95	42.82	33.07	23.16	30.43	13.57	39.33	21.99	17.55	27.75	24.44	17.44	28.74		
hsa-miR-548l	hsa-miR-548l	hsa-miR-548l	MIMAT0005889	Endogenous1	29.5	9.97	24.61	24.83	21.91	27.87	27.08	5.69	24.16	12.28	18.75	29.16	16.48	26.75	17.76	11.7	16.89	24.44	8.72	21.89		
hsa-miR-548m	hsa-miR-548m	hsa-miR-548m	MIMAT0005917	Endogenous1	44.25	19.94	34.74	41.82	40.69	23.69	37.23	24.89	47.21	31.18	27.57	34.23	18.42	44.05	22.83	19.74	16.89	18.69	13.08	17.79		
hsa-miR-548n	hsa-miR-548n	hsa-miR-548n	MIMAT0005916	Endogenous1	29.5	21.47	21.71	19.6	27.13	26.47	25.38	20.62	34.04	26.46	15.44	48.18	10.66	34.61	27.06	17.55	8.45	21.56	18.53	24.63		
hsa-miR-548o-3p+hsa-miR-548ah-3p+hsa-miR-548av-3p	hsa-miR-548o-3p+hsa-miR-548ah-3p+hsa-miR-548av-3p	hsa-miR-548o-3p+hsa-miR-548ah-3p+hsa-miR-548av-3p	MIMAT0005919	Endogenous1	16.09	18.4	11.58	15.68	19.82	12.54	20.31	8.53	26.35	21.73	11.03	20.29	8.72	17.31	14.38	7.31	10.86	12.94	10.9	13.68		
hsa-miR-548q	hsa-miR-548q	hsa-miR-548q	MIMAT0011163	Endogenous1	29.5	21.47	17.37	20.91	16.69	25.08	22	19.2	24.16	17.95	9.93	20.29	15.51	25.17	18.61	10.97	10.86	23	17.44	17.79		
hsa-miR-548v	hsa-miR-548v	hsa-miR-548v	MIMAT0015020	Endogenous1	40.23	22.24	37.64	28.75	39.65	33.44	28.77	20.62	41.72	36.85	27.57	36.77	16.48	28.32	24.53	14.62	28.96	38.81	20.71	32.84		
hsa-miR-548y	hsa-miR-548y	hsa-miR-548y	MIMAT0018354	Endogenous1	46.93	26.84	49.22	45.74	53.21	48.77	50.77	30.57	43.92	40.63	38.6	58.32	27.14	66.08	39.75	19.01	37.4	40.25	30.51	30.11		
hsa-miR-548z+hsa-miR-548h-3p	hsa-miR-548z+hsa-miR-548h-3p	hsa-miR-548z+hsa-miR-548h-3p	MIMAT0018446	Endogenous1	48.28	34.51	31.85	24.83	25.04	34.83	37.23	19.2	48.31	33.07	24.27	30.43	30.05	44.05	26.22	23.39	25.34	18.69	16.35	27.37		
hsa-miR-549a	hsa-miR-549a	hsa-miR-549a	MIMAT0003333	Endogenous1	50.96	30.67	43.43	41.82	59.47	44.59	37.23	17.78	52.7	45.36	25.37	26.63	29.08	53.49	30.45	22.66	47.05	34.5	37.05	27.37		
hsa-miR-550a-5p	hsa-miR-550a-5p	hsa-miR-550a-5p	MIMAT0004800	Endogenous1	14.75	9.2	15.92	9.15	14.61	9.75	13.54	5.69	12.08	10.39	12.13	7.61	5.82	11.01	9.3	5.12	4.83	5.75	5.45	9.58		
hsa-miR-551a	hsa-miR-551a	hsa-miR-551a	MIMAT0003214	Endogenous1	21.46	15.34	33.29	35.29	39.65	41.8	35.54	5.69	26.35	17.01	34.19	16.48	19.39	34.61	24.53	4.39	18.1	15.81	15.26	10.95		
hsa-miR-551b-3p	hsa-miR-551b-3p	hsa-miR-551b-3p	MIMAT0003233	Endogenous1	54.98	21.47	37.64	39.21	50.08	40.41	30.46	19.2	43.92	36.85	36.4	43.11	29.08	36.19	27.06	12.43	32.58	35.94	17.44	34.21		
hsa-miR-552-3p	hsa-miR-552-3p	hsa-miR-552-3p	MIMAT0003215	Endogenous1	48.28	16.87	40.53	40.51	48	50.16	33.84	20.62	35.13	29.29	30.88	46.91	20.36	26.75	21.14	19.01	32.58	44.56	20.71	30.11		
hsa-miR-553	hsa-miR-553	hsa-miR-553	MIMAT0003216	Endogenous1	28.16	17.64	59.35	28.75	26.08	33.44	66	15.64	30.74	30.24	27.57	51.98	25.2	26.75	20.3	11.7	41.02	31.62	37.05	24.63		
hsa-miR-554	hsa-miR-554	hsa-miR-554	MIMAT0003217	Endogenous1	33.52	23.01	24.61	23.52	25.04	36.23	18.61	12.09	27.45	22.68	25.37	27.89	19.39	34.61	17.76	12.43	18.1	25.87	13.08	24.63		
hsa-miR-555	hsa-miR-555	hsa-miR-555	MIMAT0003219	Endogenous1	42.91	36.04	30.4	26.14	33.39	33.44	32.15	32	49.41	36.85	24.27	29.16	21.33	42.48	32.98	26.32	28.96	25.87	13.08	19.16		
hsa-miR-556-3p	hsa-miR-556-3p	hsa-miR-556-3p	MIMAT0004793	Endogenous1	29.5	21.47	23.16	15.68	22.95	26.47	20.31	19.2	40.62	34.02	17.65	26.63	9.69	33.04	24.53	12.43	6.03	12.94	8.72	26		
hsa-miR-556-5p	hsa-miR-556-5p	hsa-miR-556-5p	MIMAT0003220	Endogenous1	18.77	19.17	21.71	26.14	31.3	27.87	25.38	9.24	29.64	19.84	20.96	24.09	18.42	29.89	17.76	15.35	22.92	14.37	16.35	23.26		
hsa-miR-561-3p	hsa-miR-561-3p	hsa-miR-561-3p	MIMAT0003225	Endogenous1	28.16	19.17	18.82	31.36	25.04	20.9	25.38	12.8	29.64	28.35	15.44	20.29	12.6	51.92	35.52	10.97	20.51	8.62	15.26	20.53		
hsa-miR-561-5p	hsa-miR-561-5p	hsa-miR-561-5p	MIMAT0022706	Endogenous1	33.52	21.47	24.61	20.91	27.13	23.69	30.46	11.38	21.96	31.18	20.96	22.82	11.63	36.19	23.68	12.43	13.27	12.94	10.9	23.26		
hsa-miR-562	hsa-miR-562	hsa-miR-562	MIMAT0003226	Endogenous1	16.09	15.34	17.37	18.3	11.48	8.36	15.23	18.49	20.86	21.73	19.85	8.88	3.88	28.32	18.61	13.16	12.06	18.69	6.54	23.26		
hsa-miR-563	hsa-miR-563	hsa-miR-563	MIMAT0003227	Endogenous1	40.23	16.1	17.37	27.44	36.52	37.62	20.31	13.51	28.55	21.73	17.65	35.5	14.54	36.19	16.07	15.35	16.89	12.94	9.81	9.58		
hsa-miR-564	hsa-miR-564	hsa-miR-564	MIMAT0003228	Endogenous1	26.82	19.17	23.16	13.07	14.61	13.93	18.61	18.49	30.74	24.57	23.16	19.02	10.66	45.63	17.76	15.35	12.06	23	14.17	31.47		
hsa-miR-566	hsa-miR-566	hsa-miR-566	MIMAT0003230	Endogenous1	29.5	20.7	34.74	40.51	28.17	43.19	35.54	17.78	37.33	43.47	27.57	26.63	23.26	45.63	14.38	13.16	12.06	33.06	16.35	23.26		
hsa-miR-567	hsa-miR-567	hsa-miR-567	MIMAT0003231	Endogenous1	28.16	9.97	23.16	18.3	19.82	16.72	11.85	14.22	27.45	13.23	16.54	26.63	12.6	15.73	26.22	10.97	7.24	23	10.9	34.21		
hsa-miR-568	hsa-miR-568	hsa-miR-568	MIMAT0003232	Endogenous1	26.82	12.27	21.71	18.3	20.87	30.65	20.31	17.06	20.86	22.68	15.44	20.29	17.45	20.45	18.61	9.5	13.27	18.69	8.72	19.16		
hsa-miR-570-3p	hsa-miR-570-3p	hsa-miR-570-3p	MIMAT0003235	Endogenous1	1.34	1	1.45	1.31	1.04	1.39	1.69	1	1.1	1	1.1	1.27	1	1.57	1	1	1.21	1.44	1.09	1.37		
hsa-miR-571	hsa-miR-571	hsa-miR-571	MIMAT0003236	Endogenous1	38.89	23.01	41.98	28.75	26.08	33.44	20.31	24.18	34.04	21.73	22.06	21.55	17.45	45.63	27.91	19.01	19.3	25.87	14.17	23.26		
hsa-miR-572	hsa-miR-572	hsa-miR-572	MIMAT0003237	Endogenous1	22.8	23.01	20.27	19.6	26.08	26.47	18.61	16.35	27.45	24.57	9.93	19.02	13.57	31.47	16.91	15.35	20.51	20.12	14.17	27.37		
hsa-miR-573	hsa-miR-573	hsa-miR-573	MIMAT0003238	Endogenous1	37.55	16.87	36.19	27.44	30.26	36.23	22	13.51	36.23	30.24	26.47	26.63	20.36	40.91	22.83	21.93	31.37	24.44	18.53	20.53		
hsa-miR-574-3p	hsa-miR-574-3p	hsa-miR-574-3p	MIMAT0003239	Endogenous1	44.25	50.61	39.08	39.21	39.65	44.59	49.07	53.33	39.53	39.69	52.94	38.04	51.37	48.77	57.51	46.79	47.05	40.25	59.94	42.42		
hsa-miR-574-5p	hsa-miR-574-5p	hsa-miR-574-5p	MIMAT0004795	Endogenous1	36.21	18.4	44.87	26.14	28.17	36.23	20.31	27.73	36.23	28.35	26.47	30.43	36.83	45.63	21.14	21.93	19.3	18.69	27.24	30.11		
hsa-miR-575	hsa-miR-575	hsa-miR-575	MIMAT0003240	Endogenous1	52.3	33.74	57.9	45.74	61.56	45.98	37.23	20.62	42.82	46.3	33.09	35.5	29.08	61.36	38.9	23.39	37.4	46	32.69	42.42		
hsa-miR-576-3p	hsa-miR-576-3p	hsa-miR-576-3p	MIMAT0004796	Endogenous1	26.82	19.17	24.61	24.83	27.13	22.29	27.08	12.09	35.13	22.68	15.44	13.95	15.51	28.32	28.75	11.7	20.51	15.81	7.63	28.74		
hsa-miR-576-5p	hsa-miR-576-5p	hsa-miR-576-5p	MIMAT0003241	Endogenous1	36.21	23.01	24.61	6.53	27.13	29.26	30.46	16.35	29.64	21.73	22.06	20.29	11.63	37.76	23.68	14.62	20.51	27.31	17.44	21.89		
hsa-miR-577	hsa-miR-577	hsa-miR-577	MIMAT0003242	Endogenous1	44.25	32.97	44.87	33.98	29.21	43.19	38.92	22.04	46.11	35.91	23.16	58.32	30.05	62.93	32.14	18.28	34.99	30.19	26.15	27.37		
hsa-miR-578	hsa-miR-578	hsa-miR-578	MIMAT0003243	Endogenous1	20.11	17.64	21.71	13.07	16.69	15.33	10.15	17.06	27.45	20.79	15.44	31.7	11.63	29.89	26.22	11.7	14.48	12.94	15.26	17.79		
hsa-miR-579-3p	hsa-miR-579-3p	hsa-miR-579-3p	MIMAT0003244	Endogenous1	1.34	1	1.45	1.31	1.04	1.39	1.69	1	1.1	1	1.1	1.27	1	1.57	1	1	1.21	1.44	1.09	1.37		
hsa-miR-579-5p	hsa-miR-579-5p	hsa-miR-579-5p	MIMAT0026616	Endogenous1	40.23	28.37	33.29	15.68	26.08	37.62	28.77	19.91	39.53	34.96	24.27	24.09	22.29	44.05	29.6	21.2	27.75	27.31	18.53	23.26		
hsa-miR-580-3p	hsa-miR-580-3p	hsa-miR-580-3p	MIMAT0003245	Endogenous1	14.75	7.67	17.37	10.45	18.78	23.69	8.46	7.82	23.06	15.12	8.82	15.21	10.66	14.16	8.46	8.04	15.68	12.94	15.26	13.68		
hsa-miR-582-3p	hsa-miR-582-3p	hsa-miR-582-3p	MIMAT0004797	Endogenous1	32.18	21.47	36.19	30.06	29.21	30.65	15.23	20.62	23.06	17.95	18.75	24.09	14.54	34.61	29.6	11.7	14.48	24.44	17.44	21.89		
hsa-miR-582-5p	hsa-miR-582-5p	hsa-miR-582-5p	MIMAT0003247	Endogenous1	115.33	328.97	191.08	78.41	135.64	169.98	106.61	322.81	181.16	219.23	186.4	200.33	97.9	165.2	89.64	82.61	103.76	156.68	127.51	73.89		
hsa-miR-584-3p	hsa-miR-584-3p	hsa-miR-584-3p	MIMAT0022708	Endogenous1	45.59	23.01	55.01	39.21	69.91	57.13	55.84	19.91	32.94	38.74	24.27	38.04	26.17	40.91	25.37	18.28	39.81	31.62	19.62	31.47		
hsa-miR-584-5p	hsa-miR-584-5p	hsa-miR-584-5p	MIMAT0003249	Endogenous1	48.28	33.74	20.27	26.14	25.04	41.8	28.77	19.91	39.53	27.4	25.37	21.55	14.54	55.07	35.52	27.05	15.68	38.81	15.26	41.05		
hsa-miR-585-3p	hsa-miR-585-3p	hsa-miR-585-3p	MIMAT0003250	Endogenous1	69.73	49.08	53.56	45.74	51.13	41.8	52.46	24.18	86.74	62.37	33.09	76.07	39.74	91.25	48.21	32.9	27.75	37.37	39.23	72.53		
hsa-miR-587	hsa-miR-587	hsa-miR-587	MIMAT0003253	Endogenous1	41.57	49.08	24.61	26.14	21.91	36.23	35.54	32.71	42.82	51.03	22.06	32.97	14.54	39.33	34.67	39.48	19.3	24.44	16.35	36.95		
hsa-miR-589-5p	hsa-miR-589-5p	hsa-miR-589-5p	MIMAT0004799	Endogenous1	34.87	24.54	18.82	22.22	20.87	27.87	32.15	21.33	40.62	28.35	12.13	12.68	8.72	47.2	20.3	19.74	16.89	20.12	11.99	20.53		
hsa-miR-590-3p	hsa-miR-590-3p	hsa-miR-590-3p	MIMAT0004801	Endogenous1	29.5	11.5	28.95	40.51	17.74	25.08	25.38	13.51	23.06	21.73	20.96	27.89	18.42	29.89	11.84	11.7	21.72	20.12	11.99	17.79		
hsa-miR-590-5p	hsa-miR-590-5p	hsa-miR-590-5p	MIMAT0003258	Endogenous1	46.93	43.71	47.77	35.29	30.26	40.41	47.38	70.39	63.68	51.97	29.78	55.79	56.22	62.93	60.89	40.21	37.4	51.75	55.58	36.95		
hsa-miR-591	hsa-miR-591	hsa-miR-591	MIMAT0003259	Endogenous1	48.28	29.14	30.4	32.67	24	34.83	18.61	21.33	32.94	28.35	20.96	21.55	16.48	42.48	27.91	13.16	21.72	24.44	11.99	35.58		
hsa-miR-592	hsa-miR-592	hsa-miR-592	MIMAT0003260	Endogenous1	44.25	28.37	30.4	27.44	24	26.47	20.31	21.33	49.41	40.63	24.27	29.16	12.6	45.63	27.06	17.55	20.51	23	17.44	28.74		
hsa-miR-593-3p	hsa-miR-593-3p	hsa-miR-593-3p	MIMAT0004802	Endogenous1	64.37	39.88	41.98	20.91	45.91	41.8	28.77	24.89	53.8	42.52	33.09	36.77	23.26	92.83	40.59	34.36	26.54	27.31	30.51	31.47		
hsa-miR-595	hsa-miR-595	hsa-miR-595	MIMAT0003263	Endogenous1	64.37	21.47	30.4	24.83	30.26	30.65	40.61	26.31	42.82	25.51	25.37	26.63	23.26	70.8	29.6	27.05	30.16	33.06	17.44	43.79		
hsa-miR-596	hsa-miR-596	hsa-miR-596	MIMAT0003264	Endogenous1	44.25	26.07	21.71	27.44	34.43	18.11	23.69	17.06	26.35	24.57	20.96	24.09	14.54	34.61	21.99	18.28	15.68	23	11.99	28.74		
hsa-miR-597-5p	hsa-miR-597-5p	hsa-miR-597-5p	MIMAT0003265	Endogenous1	50.96	24.54	41.98	33.98	52.17	34.83	16.92	17.78	43.92	30.24	26.47	39.3	24.23	55.07	43.13	24.86	26.54	38.81	25.07	24.63		
hsa-miR-598-3p	hsa-miR-598-3p	hsa-miR-598-3p	MIMAT0003266	Endogenous1	50.96	42.94	28.95	27.44	27.13	47.37	30.46	24.89	43.92	35.91	25.37	26.63	15.51	47.2	41.44	32.9	27.75	24.44	18.53	46.53		
hsa-miR-599	hsa-miR-599	hsa-miR-599	MIMAT0003267	Endogenous1	24.14	19.17	13.03	5.23	10.43	16.72	10.15	6.4	17.57	18.9	11.03	11.41	6.79	25.17	10.15	12.43	6.03	15.81	7.63	19.16		
hsa-miR-600	hsa-miR-600	hsa-miR-600	MIMAT0003268	Endogenous1	25.48	25.31	18.82	26.14	24	8.36	30.46	19.91	32.94	33.07	6.62	19.02	13.57	22.03	23.68	15.35	19.3	14.37	25.07	15.05		
hsa-miR-601	hsa-miR-601	hsa-miR-601	MIMAT0003269	Endogenous1	24.14	12.27	14.48	15.68	10.43	18.11	5.08	5.69	24.16	14.17	24.27	29.16	10.66	26.75	13.53	10.97	10.86	10.06	10.9	9.58		
hsa-miR-603	hsa-miR-603	hsa-miR-603	MIMAT0003271	Endogenous1	1.34	1	1.45	1.31	1.04	1.39	1.69	1	1.1	1	1.1	1.27	1	1.57	1	1	1.21	1.44	1.09	1.37		
hsa-miR-604	hsa-miR-604	hsa-miR-604	MIMAT0003272	Endogenous1	26.82	17.64	21.71	18.3	27.13	27.87	18.61	17.78	26.35	20.79	13.24	15.21	11.63	50.35	30.45	20.47	10.86	18.69	8.72	17.79		
hsa-miR-605-5p	hsa-miR-605-5p	hsa-miR-605-5p	MIMAT0003273	Endogenous1	29.5	16.87	49.22	44.43	42.78	57.13	32.15	12.8	25.25	27.4	36.4	26.63	19.39	31.47	15.22	11.7	33.78	40.25	25.07	13.68		
hsa-miR-606	hsa-miR-606	hsa-miR-606	MIMAT0003274	Endogenous1	24.14	12.27	21.71	16.99	22.95	26.47	33.84	12.8	23.06	22.68	15.44	24.09	21.33	23.6	15.22	10.97	21.72	14.37	19.62	17.79		
hsa-miR-607	hsa-miR-607	hsa-miR-607	MIMAT0003275	Endogenous1	38.89	30.67	63.69	60.12	57.39	43.19	57.54	28.44	43.92	36.85	36.4	59.59	29.08	64.51	42.29	26.32	34.99	48.87	22.89	30.11		
hsa-miR-608	hsa-miR-608	hsa-miR-608	MIMAT0003276	Endogenous1	72.41	48.31	60.8	37.9	43.82	44.59	60.92	35.55	63.68	48.19	45.22	50.72	45.56	94.4	63.43	38.01	50.67	54.62	37.05	42.42		
hsa-miR-610	hsa-miR-610	hsa-miR-610	MIMAT0003278	Endogenous1	30.84	17.64	18.82	13.07	26.08	18.11	10.15	12.8	18.67	27.4	11.03	17.75	9.69	20.45	13.53	15.35	16.89	5.75	7.63	10.95		
hsa-miR-612	hsa-miR-612	hsa-miR-612	MIMAT0003280	Endogenous1	779.12	583.57	89.75	105.86	67.82	137.94	113.38	346.98	836.65	700.23	90.44	112.84	79.49	1209.88	427.93	472.26	117.03	112.12	108.98	886.73		
hsa-miR-613	hsa-miR-613	hsa-miR-613	MIMAT0003281	Endogenous1	24.14	9.2	13.03	14.38	19.82	13.93	30.46	11.38	27.45	23.62	15.44	15.21	10.66	33.04	16.07	8.77	14.48	17.25	7.63	10.95		
hsa-miR-614	hsa-miR-614	hsa-miR-614	MIMAT0003282	Endogenous1	24.14	9.97	11.58	18.3	28.17	22.29	27.08	9.95	27.45	24.57	17.65	19.02	10.66	29.89	17.76	6.58	19.3	14.37	11.99	20.53		
hsa-miR-615-3p	hsa-miR-615-3p	hsa-miR-615-3p	MIMAT0003283	Endogenous1	54.98	20.7	47.77	39.21	46.95	43.19	30.46	24.89	63.68	45.36	28.68	41.84	20.36	51.92	33.83	26.32	32.58	28.75	17.44	31.47		
hsa-miR-615-5p	hsa-miR-615-5p	hsa-miR-615-5p	MIMAT0004804	Endogenous1	24.14	11.5	23.16	15.68	28.17	16.72	16.92	11.38	21.96	18.9	15.44	21.55	22.29	15.73	16.07	6.58	13.27	7.19	11.99	21.89		
hsa-miR-616-3p	hsa-miR-616-3p	hsa-miR-616-3p	MIMAT0004805	Endogenous1	49.62	19.17	17.37	31.36	26.08	27.87	37.23	22.75	32.94	35.91	13.24	24.09	19.39	40.91	36.37	24.86	18.1	24.44	21.8	23.26		
hsa-miR-617	hsa-miR-617	hsa-miR-617	MIMAT0003286	Endogenous1	25.48	15.34	18.82	14.38	26.08	36.23	18.61	9.24	27.45	26.46	6.62	16.48	11.63	15.73	16.07	9.5	10.86	21.56	3.27	23.26		
hsa-miR-619-3p	hsa-miR-619-3p	hsa-miR-619-3p	MIMAT0003288	Endogenous1	22.8	9.2	23.16	15.68	20.87	26.47	22	9.24	27.45	18.9	13.24	24.09	8.72	26.75	12.69	6.58	12.06	18.69	7.63	10.95		
hsa-miR-620	hsa-miR-620	hsa-miR-620	MIMAT0003289	Endogenous1	42.91	28.37	24.61	30.06	37.56	27.87	22	23.46	35.13	42.52	28.68	26.63	12.6	53.49	33.83	27.05	36.19	30.19	16.35	35.58		
hsa-miR-624-3p	hsa-miR-624-3p	hsa-miR-624-3p	MIMAT0004807	Endogenous1	17.43	6.13	8.69	23.52	16.69	15.33	16.92	5.69	14.27	17.01	13.24	17.75	15.51	15.73	16.07	5.12	10.86	10.06	15.26	10.95		
hsa-miR-625-5p	hsa-miR-625-5p	hsa-miR-625-5p	MIMAT0003294	Endogenous1	25.48	23.01	20.27	32.67	33.39	23.69	23.69	19.2	30.74	28.35	27.57	22.82	30.05	28.32	18.61	19.74	36.19	25.87	14.17	30.11		
hsa-miR-626	hsa-miR-626	hsa-miR-626	MIMAT0003295	Endogenous1	53.64	21.47	37.64	23.52	32.34	43.19	32.15	10.67	43.92	37.8	19.85	38.04	19.39	33.04	23.68	11.7	20.51	33.06	7.63	28.74		
hsa-miR-627-3p	hsa-miR-627-3p	hsa-miR-627-3p	MIMAT0026623	Endogenous1	44.25	26.84	31.85	31.36	36.52	29.26	20.31	22.75	31.84	32.13	28.68	31.7	21.33	51.92	29.6	21.2	26.54	34.5	13.08	26		
hsa-miR-627-5p	hsa-miR-627-5p	hsa-miR-627-5p	MIMAT0003296	Endogenous1	1.34	1	1.45	1.31	1.04	1.39	1.69	1	1.1	1	1.1	1.27	1	1.57	1	1	1.21	1.44	1.09	1.37		
hsa-miR-628-3p	hsa-miR-628-3p	hsa-miR-628-3p	MIMAT0003297	Endogenous1	34.87	35.27	24.61	27.44	22.95	29.26	25.38	19.2	37.33	30.24	23.16	22.82	14.54	47.2	20.3	17.55	10.86	28.75	10.9	24.63		
hsa-miR-628-5p	hsa-miR-628-5p	hsa-miR-628-5p	MIMAT0004809	Endogenous1	32.18	35.27	33.29	30.06	24	30.65	32.15	27.02	23.06	19.84	22.06	29.16	22.29	18.88	27.91	23.39	28.96	12.94	26.15	17.79		
hsa-miR-629-5p	hsa-miR-629-5p	hsa-miR-629-5p	MIMAT0004810	Endogenous1	29.5	33.74	27.5	32.67	34.43	39.01	38.92	20.62	57.09	39.69	17.65	31.7	16.48	40.91	33.83	16.81	16.89	17.25	15.26	31.47		
hsa-miR-630	hsa-miR-630	hsa-miR-630	MIMAT0003299	Endogenous1	37.55	20.7	30.4	54.89	39.65	54.34	40.61	20.62	24.16	37.8	30.88	34.23	31.02	37.76	21.14	22.66	25.34	31.62	25.07	19.16		
hsa-miR-631	hsa-miR-631	hsa-miR-631	MIMAT0003300	Endogenous1	21.46	19.17	14.48	18.3	16.69	9.75	13.54	7.82	31.84	20.79	19.85	20.29	21.33	18.88	16.91	10.23	10.86	10.06	10.9	10.95		
hsa-miR-637	hsa-miR-637	hsa-miR-637	MIMAT0003307	Endogenous1	36.21	19.17	23.16	32.67	39.65	33.44	16.92	14.93	17.57	19.84	25.37	27.89	17.45	25.17	21.14	9.5	37.4	20.12	27.24	13.68		
hsa-miR-638	hsa-miR-638	hsa-miR-638	MIMAT0003308	Endogenous1	24.14	10.74	37.64	33.98	25.04	44.59	40.61	12.8	25.25	32.13	17.65	32.97	24.23	34.61	13.53	13.89	37.4	23	29.42	23.26		
hsa-miR-639	hsa-miR-639	hsa-miR-639	MIMAT0003309	Endogenous1	41.57	26.07	26.06	18.3	28.17	15.33	18.61	23.46	41.72	36.85	13.24	17.75	9.69	53.49	27.91	21.93	9.65	11.5	11.99	35.58		
hsa-miR-640	hsa-miR-640	hsa-miR-640	MIMAT0003310	Endogenous1	37.55	28.37	34.74	35.29	43.82	41.8	18.61	19.2	50.51	38.74	35.29	44.38	26.17	53.49	33.83	19.74	20.51	25.87	29.42	28.74		
hsa-miR-641	hsa-miR-641	hsa-miR-641	MIMAT0003311	Endogenous1	14.75	16.87	18.82	23.52	26.08	34.83	27.08	9.24	19.76	17.01	12.13	25.36	12.6	33.04	16.91	18.28	19.3	27.31	17.44	9.58		
hsa-miR-642a-3p	hsa-miR-642a-3p	hsa-miR-642a-3p	MIMAT0020924	Endogenous1	32.18	17.64	24.61	19.6	29.21	30.65	8.46	17.78	37.33	26.46	17.65	13.95	14.54	34.61	21.99	10.97	7.24	15.81	8.72	31.47		
hsa-miR-642a-5p	hsa-miR-642a-5p	hsa-miR-642a-5p	MIMAT0003312	Endogenous1	32.18	18.4	17.37	22.22	30.26	26.47	16.92	10.67	21.96	21.73	17.65	16.48	8.72	37.76	19.45	8.77	15.68	20.12	7.63	10.95		
hsa-miR-643	hsa-miR-643	hsa-miR-643	MIMAT0003313	Endogenous1	42.91	25.31	37.64	39.21	39.65	41.8	33.84	19.2	45.02	34.02	44.12	40.57	27.14	42.48	34.67	24.86	25.34	30.19	23.98	27.37		
hsa-miR-644a	hsa-miR-644a	hsa-miR-644a	MIMAT0003314	Endogenous1	65.71	32.97	43.43	39.21	31.3	36.23	32.15	32.71	53.8	50.08	26.47	36.77	28.11	55.07	39.75	29.24	22.92	30.19	32.69	31.47		
hsa-miR-648	hsa-miR-648	hsa-miR-648	MIMAT0003318	Endogenous1	36.21	21.47	72.38	61.42	74.08	51.55	62.61	17.06	36.23	45.36	29.78	41.84	34.9	48.77	33.83	21.2	38.61	38.81	38.14	32.84		
hsa-miR-649	hsa-miR-649	hsa-miR-649	MIMAT0003319	Endogenous1	24.14	23.01	21.71	18.3	21.91	15.33	23.69	16.35	38.43	31.18	13.24	20.29	19.39	34.61	21.99	15.35	10.86	23	13.08	17.79		
hsa-miR-650	hsa-miR-650	hsa-miR-650	MIMAT0003320	Endogenous1	17.43	16.87	24.61	27.44	27.13	22.29	16.92	13.51	24.16	16.06	16.54	21.55	10.66	18.88	13.53	16.08	12.06	12.94	7.63	13.68		
hsa-miR-6503-3p	hsa-miR-6503-3p	hsa-miR-6503-3p	MIMAT0025463	Endogenous1	17.43	13.8	5.79	26.14	21.91	20.9	22	10.67	20.86	16.06	16.54	13.95	11.63	17.31	16.91	8.04	16.89	8.62	7.63	6.84		
hsa-miR-6503-5p	hsa-miR-6503-5p	hsa-miR-6503-5p	MIMAT0025462	Endogenous1	28.16	19.17	20.27	35.29	19.82	25.08	15.23	12.8	32.94	20.79	16.54	13.95	12.6	36.19	19.45	13.16	19.3	11.5	13.08	16.42		
hsa-miR-651-3p	hsa-miR-651-3p	hsa-miR-651-3p	MIMAT0026624	Endogenous1	18.77	13.8	15.92	13.07	16.69	18.11	16.92	7.82	15.37	14.17	8.82	11.41	10.66	25.17	10.99	13.16	15.68	11.5	9.81	20.53		
hsa-miR-651-5p	hsa-miR-651-5p	hsa-miR-651-5p	MIMAT0003321	Endogenous1	54.98	54.45	44.87	39.21	34.43	45.98	32.15	42.66	62.58	41.58	34.19	29.16	21.33	77.09	36.37	29.24	42.23	37.37	26.15	47.89		
hsa-miR-6511a-3p	hsa-miR-6511a-3p	hsa-miR-6511a-3p	MIMAT0025479	Endogenous1	13.41	16.87	15.92	22.22	16.69	18.11	15.23	13.51	13.18	19.84	9.93	15.21	12.6	26.75	21.14	10.23	16.89	17.25	11.99	12.32		
hsa-miR-6511a-5p	hsa-miR-6511a-5p	hsa-miR-6511a-5p	MIMAT0025478	Endogenous1	24.14	19.17	23.16	13.07	31.3	26.47	22	14.93	28.55	29.29	15.44	19.02	8.72	20.45	14.38	5.85	16.89	11.5	22.89	19.16		
hsa-miR-652-3p	hsa-miR-652-3p	hsa-miR-652-3p	MIMAT0003322	Endogenous1	25.48	38.34	33.29	24.83	43.82	33.44	25.38	45.51	32.94	26.46	40.81	29.16	31.99	37.76	41.44	34.36	48.26	33.06	34.87	28.74		
hsa-miR-652-5p	hsa-miR-652-5p	hsa-miR-652-5p	MIMAT0022709	Endogenous1	21.46	11.5	13.03	28.75	41.73	37.62	44	9.95	10.98	16.06	27.57	26.63	13.57	15.73	16.91	4.39	16.89	18.69	16.35	12.32		
