ID_REF	Probe Name	miRNA_ID	Accession	Class Name	HC1	HC2	HC3	HC4	LTB1	LTB2	LTB3	LTB4	LTB5	LTB6	DS-TB1	DS-TB2	DS-TB3	DS-TB4	DS-TB5	DS-TB6	DR-TB1	DR-TB2	DR-TB3	DR-TB4		
hsa-miR-196b-5p	hsa-miR-196b-5p	hsa-miR-196b-5p	MIMAT0001080	Endogenous1	28.16	78.98	66.59	62.73	42.78	45.98	40.61	59.02	62.58	56.7	70.59	62.13	52.34	53.49	44.82	54.83	53.09	43.12	62.12	32.84		
hsa-miR-197-3p	hsa-miR-197-3p	hsa-miR-197-3p	MIMAT0000227	Endogenous1	103.26	220.85	96.99	87.56	105.38	72.45	71.07	197.67	218.49	251.36	72.8	98.9	68.82	152.61	104.87	127.2	82.04	71.87	76.29	146.42		
hsa-miR-197-5p	hsa-miR-197-5p	hsa-miR-197-5p	MIMAT0022691	Endogenous1	50.96	30.67	34.74	35.29	54.26	61.31	28.77	19.2	46.11	32.13	28.68	38.04	15.51	45.63	27.06	13.16	31.37	35.94	21.8	23.26		
hsa-miR-1972	hsa-miR-1972	hsa-miR-1972	MIMAT0009447	Endogenous1	34.87	21.47	47.77	39.21	35.47	54.34	35.54	13.51	30.74	30.24	49.63	50.72	31.99	31.47	32.14	21.2	32.58	43.12	27.24	10.95		
hsa-miR-1973	hsa-miR-1973	hsa-miR-1973	MIMAT0009448	Endogenous1	49.62	38.34	33.29	19.6	22.95	44.59	25.38	27.02	66.98	31.18	31.99	32.97	21.33	66.08	47.36	30.7	31.37	27.31	29.42	62.95		
hsa-miR-1976	hsa-miR-1976	hsa-miR-1976	MIMAT0009451	Endogenous1	29.5	20.7	26.06	26.14	25.04	16.72	28.77	9.95	21.96	18.9	16.54	25.36	13.57	18.88	21.14	10.23	16.89	23	13.08	26		
hsa-miR-198	hsa-miR-198	hsa-miR-198	MIMAT0000228	Endogenous1	50.96	26.07	43.43	41.82	50.08	36.23	28.77	14.93	47.21	28.35	26.47	17.75	19.39	37.76	30.45	21.2	22.92	46	30.51	27.37		
hsa-miR-199a-3p+hsa-miR-199b-3p	hsa-miR-199a-3p+hsa-miR-199b-3p	hsa-miR-199a-3p+hsa-miR-199b-3p	MIMAT0000232	Endogenous1	374.14	193.24	233.06	224.78	220.15	197.85	231.84	253.84	225.08	240.02	281.25	289.08	360.59	256.45	247.79	372.1	371.6	316.24	435.92	331.16		
hsa-miR-199a-5p	hsa-miR-199a-5p	hsa-miR-199a-5p	MIMAT0000231	Endogenous1	69.73	42.94	34.74	13.07	40.69	34.83	22	44.08	53.8	48.19	30.88	38.04	36.83	77.09	38.06	61.41	34.99	27.31	31.6	87.58		
hsa-miR-199b-5p	hsa-miR-199b-5p	hsa-miR-199b-5p	MIMAT0000263	Endogenous1	217.24	266.86	266.35	232.62	195.11	218.75	257.22	324.23	223.98	214.51	296.7	275.13	298.55	201.38	305.3	395.5	289.56	316.24	346.55	403.68		
hsa-miR-19a-3p	hsa-miR-19a-3p	hsa-miR-19a-3p	MIMAT0000073	Endogenous1	76.44	102.76	82.51	81.03	66.78	43.19	110	223.26	93.33	75.6	129.05	97.63	124.07	100.69	145.46	130.86	100.14	94.87	105.71	58.84		
hsa-miR-19b-3p	hsa-miR-19b-3p	hsa-miR-19b-3p	MIMAT0000074	Endogenous1	107.28	197.08	79.62	94.09	85.56	52.95	93.07	300.77	160.3	131.35	129.05	131.86	147.34	97.55	170.83	224.43	132.71	126.5	162.38	83.47		
hsa-miR-200a-3p	hsa-miR-200a-3p	hsa-miR-200a-3p	MIMAT0000682	Endogenous1	33.52	23.01	36.19	40.51	46.95	37.62	37.23	17.78	26.35	24.57	37.5	32.97	20.36	31.47	28.75	13.89	25.34	21.56	27.24	27.37		
hsa-miR-200b-3p	hsa-miR-200b-3p	hsa-miR-200b-3p	MIMAT0000318	Endogenous1	34.87	18.4	30.4	22.22	31.3	33.44	27.08	24.89	31.84	27.4	17.65	29.16	16.48	34.61	24.53	12.43	28.96	18.69	10.9	24.63		
hsa-miR-200c-3p	hsa-miR-200c-3p	hsa-miR-200c-3p	MIMAT0000617	Endogenous1	42.91	27.61	36.19	35.29	33.39	39.01	42.31	32.71	40.62	40.63	23.16	27.89	29.08	59.79	36.37	27.05	25.34	33.06	19.62	31.47		
hsa-miR-202-3p	hsa-miR-202-3p	hsa-miR-202-3p	MIMAT0002811	Endogenous1	14.75	10.74	15.92	18.3	22.95	16.72	13.54	7.11	19.76	13.23	6.62	16.48	7.75	29.89	13.53	6.58	7.24	12.94	16.35	8.21		
hsa-miR-203a-3p	hsa-miR-203a-3p	hsa-miR-203a-3p	MIMAT0000264	Endogenous1	32.18	18.4	14.48	16.99	18.78	20.9	35.54	12.09	25.25	28.35	12.13	15.21	14.54	34.61	20.3	16.81	7.24	18.69	8.72	17.79		
hsa-miR-203a-5p	hsa-miR-203a-5p	hsa-miR-203a-5p	MIMAT0031890	Endogenous1	45.59	16.87	27.5	32.67	31.3	44.59	18.61	19.91	38.43	29.29	31.99	34.23	26.17	47.2	28.75	21.93	25.34	27.31	17.44	28.74		
hsa-miR-204-5p	hsa-miR-204-5p	hsa-miR-204-5p	MIMAT0000265	Endogenous1	20.11	10.74	17.37	13.07	18.78	20.9	15.23	11.38	14.27	15.12	22.06	19.02	9.69	17.31	17.76	14.62	10.86	12.94	13.08	12.32		
hsa-miR-205-5p	hsa-miR-205-5p	hsa-miR-205-5p	MIMAT0000266	Endogenous1	36.21	13.04	37.64	20.91	31.3	41.8	37.23	27.02	17.57	41.58	19.85	46.91	17.45	39.33	19.45	16.08	27.75	28.75	16.35	27.37		
hsa-miR-2053	hsa-miR-2053	hsa-miR-2053	MIMAT0009978	Endogenous1	67.05	48.31	70.93	73.18	71.99	69.67	60.92	29.86	52.7	54.81	49.63	58.32	48.47	73.95	56.66	42.4	83.25	66.12	49.04	73.89		
hsa-miR-206	hsa-miR-206	hsa-miR-206	MIMAT0000462	Endogenous1	32.18	24.54	14.48	27.44	20.87	20.9	18.61	26.31	30.74	20.79	11.03	22.82	19.39	45.63	11.84	10.97	18.1	11.5	11.99	30.11		
hsa-miR-208a-3p	hsa-miR-208a-3p	hsa-miR-208a-3p	MIMAT0000241	Endogenous1	38.89	17.64	21.71	27.44	20.87	16.72	18.61	12.09	19.76	17.01	17.65	21.55	13.57	33.04	17.76	10.23	24.13	14.37	13.08	20.53		
hsa-miR-208b-3p	hsa-miR-208b-3p	hsa-miR-208b-3p	MIMAT0004960	Endogenous1	38.89	19.17	39.08	27.44	51.13	40.41	18.61	19.2	32.94	28.35	35.29	29.16	19.39	55.07	21.14	16.08	27.75	40.25	8.72	32.84		
hsa-miR-208b-5p	hsa-miR-208b-5p	hsa-miR-208b-5p	MIMAT0026722	Endogenous1	9.39	9.97	24.61	22.22	28.17	27.87	16.92	10.67	27.45	15.12	17.65	27.89	17.45	26.75	13.53	8.77	19.3	25.87	16.35	10.95		
hsa-miR-20a-5p+hsa-miR-20b-5p	hsa-miR-20a-5p+hsa-miR-20b-5p	hsa-miR-20a-5p+hsa-miR-20b-5p	MIMAT0000075	Endogenous1	162.26	238.49	248.98	230.01	283.8	181.13	196.3	472.84	175.67	195.61	250.37	187.65	286.92	121.14	267.24	296.81	218.37	176.81	209.24	156		
hsa-miR-21-5p	hsa-miR-21-5p	hsa-miR-21-5p	MIMAT0000076	Endogenous1	2169.73	3389.44	1744.33	1144.82	2826.49	1446.25	1800.54	4875.53	1958.76	2120.53	3239.39	1123.35	2531.89	1205.16	6489.92	4751.1	2176.5	2094.38	2468.37	1388.94		
hsa-miR-210-3p	hsa-miR-210-3p	hsa-miR-210-3p	MIMAT0000267	Endogenous1	34.87	29.14	26.06	26.14	39.65	30.65	32.15	13.51	31.84	27.4	18.75	27.89	17.45	55.07	22.83	16.08	19.3	23	10.9	20.53		
hsa-miR-210-5p	hsa-miR-210-5p	hsa-miR-210-5p	MIMAT0026475	Endogenous1	17.43	15.34	15.92	18.3	11.48	16.72	18.61	16.35	20.86	23.62	7.72	15.21	13.57	33.04	21.14	16.81	8.45	10.06	5.45	16.42		
hsa-miR-211-3p	hsa-miR-211-3p	hsa-miR-211-3p	MIMAT0022694	Endogenous1	20.11	13.04	33.29	26.14	41.73	55.73	27.08	7.82	14.27	25.51	24.27	27.89	21.33	11.01	15.22	11.7	27.75	30.19	16.35	6.84		
hsa-miR-211-5p	hsa-miR-211-5p	hsa-miR-211-5p	MIMAT0000268	Endogenous1	45.59	19.17	26.06	19.6	30.26	27.87	23.69	12.09	34.04	22.68	14.34	15.21	20.36	56.64	17.76	15.35	18.1	21.56	10.9	17.79		
hsa-miR-2110	hsa-miR-2110	hsa-miR-2110	MIMAT0010133	Endogenous1	36.21	23.01	39.08	44.43	42.78	40.41	25.38	9.95	32.94	26.46	37.5	44.38	29.08	31.47	23.68	23.39	21.72	35.94	26.15	23.26		
hsa-miR-2113	hsa-miR-2113	hsa-miR-2113	MIMAT0009206	Endogenous1	29.5	17.64	36.19	26.14	41.73	20.9	35.54	7.82	26.35	23.62	26.47	27.89	19.39	33.04	21.99	10.97	16.89	10.06	27.24	19.16		
hsa-miR-2116-5p	hsa-miR-2116-5p	hsa-miR-2116-5p	MIMAT0011160	Endogenous1	28.16	21.47	15.92	20.91	17.74	19.51	8.46	17.78	34.04	28.35	15.44	21.55	17.45	29.89	20.3	23.39	16.89	14.37	11.99	21.89		
hsa-miR-2117	hsa-miR-2117	hsa-miR-2117	MIMAT0011162	Endogenous1	48.28	25.31	27.5	32.67	31.3	26.47	30.46	21.33	49.41	35.91	16.54	31.7	11.63	34.61	28.75	21.93	16.89	17.25	17.44	35.58		
hsa-miR-212-3p	hsa-miR-212-3p	hsa-miR-212-3p	MIMAT0000269	Endogenous1	54.98	39.88	50.67	54.89	59.47	69.67	57.54	25.6	68.07	46.3	39.71	46.91	29.08	83.39	42.29	32.9	48.26	61.81	39.23	61.58		
hsa-miR-214-3p	hsa-miR-214-3p	hsa-miR-214-3p	MIMAT0000271	Endogenous1	46.93	16.1	20.27	14.38	27.13	20.9	25.38	16.35	29.64	34.02	12.13	21.55	15.51	25.17	19.45	21.93	22.92	23	10.9	21.89		
hsa-miR-215-5p	hsa-miR-215-5p	hsa-miR-215-5p	MIMAT0000272	Endogenous1	75.1	40.64	34.74	33.98	43.82	55.73	47.38	24.18	73.56	55.75	26.47	32.97	25.2	84.96	43.13	38.75	33.78	34.5	32.69	41.05		
hsa-miR-216a-5p	hsa-miR-216a-5p	hsa-miR-216a-5p	MIMAT0000273	Endogenous1	46.93	32.97	24.61	31.36	38.6	30.65	25.38	37.68	51.6	34.02	24.27	32.97	19.39	59.79	30.45	22.66	27.75	17.25	15.26	34.21		
hsa-miR-216b-5p	hsa-miR-216b-5p	hsa-miR-216b-5p	MIMAT0004959	Endogenous1	34.87	37.58	23.16	22.22	34.43	22.29	27.08	20.62	40.62	32.13	16.54	21.55	21.33	78.67	30.45	21.2	15.68	21.56	19.62	42.42		
hsa-miR-217	hsa-miR-217	hsa-miR-217	MIMAT0000274	Endogenous1	50.96	32.97	24.61	22.22	24	22.29	22	32.71	64.78	42.52	24.27	17.75	18.42	36.19	53.28	31.44	24.13	11.5	17.44	39.68		
hsa-miR-218-5p	hsa-miR-218-5p	hsa-miR-218-5p	MIMAT0000275	Endogenous1	40.23	20.7	41.98	24.83	34.43	27.87	22	24.18	30.74	30.24	25.37	35.5	27.14	28.32	27.06	16.08	31.37	28.75	22.89	21.89		
hsa-miR-219a-1-3p	hsa-miR-219a-1-3p	hsa-miR-219a-1-3p	MIMAT0004567	Endogenous1	25.48	27.61	30.4	30.06	20.87	22.29	11.85	15.64	27.45	23.62	18.75	13.95	15.51	26.75	16.07	10.97	19.3	12.94	16.35	16.42		
hsa-miR-219a-2-3p	hsa-miR-219a-2-3p	hsa-miR-219a-2-3p	MIMAT0004675	Endogenous1	33.52	17.64	23.16	14.38	34.43	30.65	18.61	17.06	42.82	35.91	15.44	26.63	10.66	37.76	17.76	13.16	21.72	23	15.26	21.89		
hsa-miR-219a-5p	hsa-miR-219a-5p	hsa-miR-219a-5p	MIMAT0000276	Endogenous1	20.11	17.64	28.95	10.45	24	19.51	23.69	9.95	32.94	26.46	18.75	19.02	26.17	33.04	16.91	16.08	18.1	18.69	11.99	26		
hsa-miR-219b-3p	hsa-miR-219b-3p	hsa-miR-219b-3p	MIMAT0019748	Endogenous1	49.62	28.37	89.75	35.29	49.04	64.09	71.07	16.35	46.11	42.52	43.02	41.84	26.17	42.48	37.21	20.47	26.54	46	32.69	34.21		
hsa-miR-22-3p	hsa-miR-22-3p	hsa-miR-22-3p	MIMAT0000077	Endogenous1	284.29	416.39	222.93	188.19	314.05	196.46	297.83	578.07	275.59	414.84	280.15	337.26	369.31	256.45	465.98	641.86	353.5	359.37	645.15	357.16		
hsa-miR-221-3p	hsa-miR-221-3p	hsa-miR-221-3p	MIMAT0000278	Endogenous1	63.03	114.26	60.8	58.81	77.21	66.88	69.38	155.72	88.93	82.21	97.06	79.88	80.45	56.64	104.87	134.51	86.87	58.94	91.54	125.89		
hsa-miR-221-5p	hsa-miR-221-5p	hsa-miR-221-5p	MIMAT0004568	Endogenous1	30.84	22.24	18.82	24.83	28.17	34.83	23.69	24.18	31.84	18.9	18.75	15.21	9.69	26.75	19.45	13.89	16.89	31.62	20.71	20.53		
hsa-miR-222-3p	hsa-miR-222-3p	hsa-miR-222-3p	MIMAT0000279	Endogenous1	84.48	135.73	86.85	101.94	91.82	69.67	86.3	172.78	103.21	109.62	114.71	78.61	97.9	78.67	176.75	137.44	85.66	87.69	80.64	143.68		
hsa-miR-223-3p	hsa-miR-223-3p	hsa-miR-223-3p	MIMAT0000280	Endogenous1	37939.51	81065.06	35171.82	31823.71	27049.36	22957.41	34225.49	70990.67	58955.02	61664.38	48499.32	37912.55	36373.11	43893.78	53326.63	55404.15	45621.99	36478.44	49088.44	55822.99		
hsa-miR-224-5p	hsa-miR-224-5p	hsa-miR-224-5p	MIMAT0000281	Endogenous1	32.18	27.61	56.46	47.05	54.26	55.73	57.54	12.8	37.33	27.4	25.37	40.57	27.14	34.61	32.14	11.7	55.5	60.37	37.05	34.21		
hsa-miR-2278	hsa-miR-2278	hsa-miR-2278	MIMAT0011778	Endogenous1	25.48	9.97	13.03	10.45	18.78	16.72	15.23	7.82	38.43	24.57	9.93	12.68	8.72	23.6	21.14	12.43	7.24	12.94	7.63	16.42		
hsa-miR-23a-3p	hsa-miR-23a-3p	hsa-miR-23a-3p	MIMAT0000078	Endogenous1	3996.17	5515.89	3113.74	3881.42	3763.43	3532.02	3919.22	5623.54	3766.01	4272.23	4260.73	3457.55	4613.04	2890.17	4136.33	4113.62	3707.53	3816.46	4306.84	5629.65		
hsa-miR-23b-3p	hsa-miR-23b-3p	hsa-miR-23b-3p	MIMAT0000418	Endogenous1	44.25	39.11	37.64	43.13	49.04	45.98	37.23	56.88	48.31	42.52	44.12	38.04	42.65	47.2	48.21	24.12	39.81	33.06	34.87	35.58		
hsa-miR-23c	hsa-miR-23c	hsa-miR-23c	MIMAT0018000	Endogenous1	36.21	14.57	31.85	23.52	39.65	25.08	20.31	13.51	23.06	22.68	14.34	17.75	28.11	25.17	16.91	13.89	27.75	21.56	9.81	17.79		
hsa-miR-24-3p	hsa-miR-24-3p	hsa-miR-24-3p	MIMAT0000080	Endogenous1	73.75	110.43	94.09	75.8	80.34	62.7	76.15	196.24	69.17	75.6	75	116.65	67.85	45.63	93.87	81.88	98.93	84.81	74.11	68.42		
hsa-miR-25-3p	hsa-miR-25-3p	hsa-miR-25-3p	MIMAT0000081	Endogenous1	641	1398.72	651.41	710.94	647.93	610.27	619.36	1178.18	1218.74	1084.83	847.07	811.45	1095.34	854.31	938.73	1547.63	991.73	822.23	1390.57	1757.04		
hsa-miR-25-5p	hsa-miR-25-5p	hsa-miR-25-5p	MIMAT0004498	Endogenous1	41.57	26.84	30.4	16.99	28.17	30.65	20.31	17.06	38.43	41.58	16.54	36.77	14.54	64.51	27.91	25.59	25.34	21.56	18.53	32.84		
hsa-miR-2682-5p	hsa-miR-2682-5p	hsa-miR-2682-5p	MIMAT0013517	Endogenous1	45.59	27.61	27.5	30.06	33.39	34.83	23.69	17.06	26.35	31.18	4.41	20.29	12.6	56.64	27.06	10.97	20.51	20.12	18.53	19.16		
hsa-miR-26a-5p	hsa-miR-26a-5p	hsa-miR-26a-5p	MIMAT0000082	Endogenous1	265.52	449.37	275.04	313.65	419.43	296.77	287.68	853.95	314.02	333.58	293.39	196.52	269.47	193.52	442.3	337.01	234.06	214.18	210.33	236.74		
hsa-miR-26b-5p	hsa-miR-26b-5p	hsa-miR-26b-5p	MIMAT0000083	Endogenous1	249.43	368.85	235.96	205.18	285.88	193.67	241.99	523.32	277.78	290.11	268.02	207.93	228.76	163.62	409.32	294.61	249.74	265.93	260.46	169.68		
hsa-miR-27a-3p	hsa-miR-27a-3p	hsa-miR-27a-3p	MIMAT0000084	Endogenous1	67.05	55.21	52.11	47.05	44.86	59.91	37.23	72.53	57.09	69.93	59.56	46.91	36.83	44.05	41.44	30.7	37.4	38.81	54.49	34.21		
hsa-miR-27b-3p	hsa-miR-27b-3p	hsa-miR-27b-3p	MIMAT0000419	Endogenous1	38.89	54.45	37.64	44.43	41.73	30.65	38.92	73.95	32.94	44.41	34.19	34.23	45.56	48.77	57.51	49.71	20.51	35.94	41.41	57.47		
hsa-miR-28-3p	hsa-miR-28-3p	hsa-miR-28-3p	MIMAT0004502	Endogenous1	40.23	32.97	28.95	28.75	46.95	34.83	25.38	37.68	31.84	41.58	37.5	30.43	29.08	47.2	35.52	27.05	26.54	27.31	16.35	42.42		
hsa-miR-28-5p	hsa-miR-28-5p	hsa-miR-28-5p	MIMAT0000085	Endogenous1	273.56	285.26	451.64	432.58	510.21	395.7	401.06	366.89	210.81	212.62	468.76	290.35	370.28	173.06	334.05	244.9	359.53	362.24	343.28	262.74		
hsa-miR-296-3p	hsa-miR-296-3p	hsa-miR-296-3p	MIMAT0004679	Endogenous1	18.77	32.97	18.82	23.52	14.61	13.93	23.69	20.62	45.02	30.24	19.85	17.75	12.6	29.89	23.68	13.89	14.48	14.37	10.9	27.37		
hsa-miR-296-5p	hsa-miR-296-5p	hsa-miR-296-5p	MIMAT0000690	Endogenous1	17.43	16.87	11.58	20.91	17.74	22.29	16.92	14.22	32.94	16.06	12.13	16.48	12.6	31.47	19.45	22.66	14.48	8.62	9.81	24.63		
hsa-miR-297	hsa-miR-297	hsa-miR-297	MIMAT0004450	Endogenous1	13.41	6.13	21.71	30.06	20.87	25.08	25.38	10.67	12.08	17.01	15.44	22.82	10.66	29.89	9.3	8.77	8.45	12.94	13.08	8.21		
hsa-miR-298	hsa-miR-298	hsa-miR-298	MIMAT0004901	Endogenous1	38.89	27.61	50.67	30.06	48	61.31	42.31	17.78	35.13	27.4	26.47	30.43	37.8	36.19	19.45	17.55	37.4	30.19	18.53	20.53		
hsa-miR-299-3p	hsa-miR-299-3p	hsa-miR-299-3p	MIMAT0000687	Endogenous1	45.59	75.92	31.85	27.44	35.47	39.01	38.92	66.84	39.53	69.93	25.37	41.84	32.96	59.79	32.14	48.25	33.78	41.69	27.24	36.95		
hsa-miR-299-5p	hsa-miR-299-5p	hsa-miR-299-5p	MIMAT0002890	Endogenous1	73.75	35.27	39.08	35.29	37.56	44.59	35.54	29.86	56	38.74	28.68	32.97	22.29	86.53	45.67	32.17	24.13	28.75	22.89	54.74		
hsa-miR-29a-3p	hsa-miR-29a-3p	hsa-miR-29a-3p	MIMAT0000086	Endogenous1	167.62	240.02	92.65	61.42	78.25	82.2	72.77	219	161.4	171.99	105.88	84.95	147.34	158.9	246.1	399.15	139.95	161	229.95	123.16		
hsa-miR-29b-3p	hsa-miR-29b-3p	hsa-miR-29b-3p	MIMAT0000100	Endogenous1	1745.98	3436.21	1624.18	942.26	1477.41	947.44	1969.76	2817.81	2630.71	2453.16	2541.22	1496.11	2084.06	1714.91	3421.71	3253.91	2359.88	2774.3	4045.3	911.36		
hsa-miR-29c-3p	hsa-miR-29c-3p	hsa-miR-29c-3p	MIMAT0000681	Endogenous1	150.19	170.24	82.51	69.26	148.16	64.09	74.46	282.99	136.15	116.23	100.37	43.11	90.15	86.53	218.19	183.49	55.5	112.12	88.27	76.63		
hsa-miR-300	hsa-miR-300	hsa-miR-300	MIMAT0004903	Endogenous1	48.28	19.17	21.71	26.14	21.91	41.8	25.38	15.64	29.64	26.46	19.85	13.95	11.63	25.17	25.37	16.08	16.89	20.12	14.17	20.53		
hsa-miR-301a-3p	hsa-miR-301a-3p	hsa-miR-301a-3p	MIMAT0000688	Endogenous1	80.46	120.39	125.94	113.7	122.07	112.86	126.92	139.36	99.91	124.74	196.33	143.27	168.66	110.13	138.7	138.17	187.01	158.12	199.43	83.47		
hsa-miR-301a-5p	hsa-miR-301a-5p	hsa-miR-301a-5p	MIMAT0022696	Endogenous1	41.57	26.84	55.01	37.9	58.43	59.91	64.31	24.18	45.02	37.8	44.12	41.84	34.9	56.64	41.44	21.93	31.37	44.56	37.05	42.42		
hsa-miR-301b-3p	hsa-miR-301b-3p	hsa-miR-301b-3p	MIMAT0004958	Endogenous1	52.3	36.04	47.77	45.74	55.3	54.34	47.38	26.31	71.37	49.14	28.68	51.98	37.8	56.64	45.67	23.39	31.37	63.25	32.69	43.79		
hsa-miR-301b-5p	hsa-miR-301b-5p	hsa-miR-301b-5p	MIMAT0032026	Endogenous1	36.21	24.54	14.48	14.38	28.17	20.9	28.77	12.8	35.13	18.9	13.24	21.55	16.48	26.75	30.45	13.16	16.89	12.94	11.99	23.26		
hsa-miR-302a-3p	hsa-miR-302a-3p	hsa-miR-302a-3p	MIMAT0000684	Endogenous1	24.14	12.27	17.37	26.14	30.26	33.44	30.46	17.06	20.86	18.9	19.85	34.23	12.6	39.33	21.14	16.08	10.86	24.44	16.35	13.68		
hsa-miR-302a-5p	hsa-miR-302a-5p	hsa-miR-302a-5p	MIMAT0000683	Endogenous1	18.77	19.94	15.92	24.83	16.69	13.93	13.54	16.35	24.16	24.57	11.03	19.02	8.72	47.2	16.07	16.08	18.1	11.5	14.17	20.53		
hsa-miR-302b-3p	hsa-miR-302b-3p	hsa-miR-302b-3p	MIMAT0000715	Endogenous1	65.71	28.37	28.95	45.74	42.78	41.8	28.77	19.91	52.7	37.8	25.37	26.63	17.45	56.64	44.82	27.05	38.61	35.94	18.53	42.42		
hsa-miR-302c-3p	hsa-miR-302c-3p	hsa-miR-302c-3p	MIMAT0000717	Endogenous1	26.82	28.37	23.16	10.45	31.3	26.47	18.61	18.49	45.02	36.85	15.44	21.55	18.42	48.77	31.29	18.28	10.86	20.12	8.72	28.74		
hsa-miR-302d-3p	hsa-miR-302d-3p	hsa-miR-302d-3p	MIMAT0000718	Endogenous1	922.61	403.36	53.56	88.87	7.3	241.04	147.22	238.2	597.29	410.12	82.72	161.02	87.24	800.81	408.47	243.44	172.53	188.31	178.73	499.47		
hsa-miR-302e	hsa-miR-302e	hsa-miR-302e	MIMAT0005931	Endogenous1	36.21	24.54	15.92	30.06	24	22.29	25.38	23.46	43.92	29.29	23.16	22.82	11.63	45.63	41.44	16.08	14.48	28.75	15.26	26		
hsa-miR-302f	hsa-miR-302f	hsa-miR-302f	MIMAT0005932	Endogenous1	38.89	24.54	37.64	30.06	34.43	40.41	23.69	23.46	31.84	25.51	31.99	41.84	25.2	39.33	21.99	13.89	39.81	28.75	22.89	24.63		
hsa-miR-3065-3p	hsa-miR-3065-3p	hsa-miR-3065-3p	MIMAT0015378	Endogenous1	22.8	13.04	18.82	20.91	30.26	32.05	20.31	14.93	25.25	24.57	16.54	32.97	8.72	37.76	20.3	13.89	19.3	33.06	7.63	16.42		
hsa-miR-3065-5p	hsa-miR-3065-5p	hsa-miR-3065-5p	MIMAT0015066	Endogenous1	1.34	1	1.45	1.31	1.04	1.39	1.69	1	1.1	1	1.1	1.27	1	1.57	1	1	1.21	1.44	1.09	1.37		
hsa-miR-3074-3p	hsa-miR-3074-3p	hsa-miR-3074-3p	MIMAT0015027	Endogenous1	18.77	13.04	15.92	20.91	36.52	40.41	22	5.69	20.86	12.28	17.65	30.43	17.45	22.03	18.61	8.77	25.34	11.5	15.26	12.32		
hsa-miR-30a-3p	hsa-miR-30a-3p	hsa-miR-30a-3p	MIMAT0000088	Endogenous1	41.57	33.74	21.71	44.43	40.69	37.62	25.38	21.33	47.21	30.24	14.34	35.5	16.48	56.64	35.52	16.08	30.16	28.75	14.17	17.79		
hsa-miR-30a-5p	hsa-miR-30a-5p	hsa-miR-30a-5p	MIMAT0000087	Endogenous1	29.5	24.54	26.06	39.21	30.26	30.65	22	36.97	21.96	29.29	15.44	15.21	16.48	48.77	28.75	15.35	19.3	18.69	22.89	20.53		
hsa-miR-30b-5p	hsa-miR-30b-5p	hsa-miR-30b-5p	MIMAT0000420	Endogenous1	120.69	229.29	88.3	81.03	125.2	72.45	116.76	387.51	196.54	190.89	114.71	97.63	123.1	97.55	206.35	170.33	84.45	142.31	124.24	164.21		
hsa-miR-30c-5p	hsa-miR-30c-5p	hsa-miR-30c-5p	MIMAT0000244	Endogenous1	60.34	77.45	69.48	65.34	74.08	69.67	81.23	132.25	73.56	68.04	48.53	64.66	59.13	73.95	66.81	79.68	62.74	67.56	66.48	65.68		
hsa-miR-30d-5p	hsa-miR-30d-5p	hsa-miR-30d-5p	MIMAT0000245	Endogenous1	52.3	49.84	34.74	41.82	48	39.01	27.08	104.52	39.53	37.8	44.12	20.29	46.53	48.77	73.58	50.44	19.3	31.62	39.23	58.84		
hsa-miR-30e-3p	hsa-miR-30e-3p	hsa-miR-30e-3p	MIMAT0000693	Endogenous1	80.46	95.09	78.17	66.65	77.21	94.74	67.69	113.76	66.98	71.82	71.69	64.66	76.58	75.52	86.26	81.88	61.53	63.25	63.21	93.05		
hsa-miR-30e-5p	hsa-miR-30e-5p	hsa-miR-30e-5p	MIMAT0000692	Endogenous1	80.46	147.23	59.35	49.66	69.91	45.98	45.69	175.62	125.17	107.73	52.94	39.3	59.13	100.69	128.55	100.15	55.5	53.19	70.84	76.63		
hsa-miR-31-5p	hsa-miR-31-5p	hsa-miR-31-5p	MIMAT0000089	Endogenous1	18.77	6.13	24.61	24.83	26.08	19.51	22	4.98	9.88	7.56	27.57	19.02	17.45	17.31	9.3	10.23	9.65	12.94	14.17	10.95		
hsa-miR-3127-5p	hsa-miR-3127-5p	hsa-miR-3127-5p	MIMAT0014990	Endogenous1	26.82	20.7	49.22	43.13	30.26	39.01	44	13.51	34.04	28.35	19.85	29.16	21.33	31.47	10.15	14.62	20.51	35.94	16.35	17.79		
hsa-miR-3130-3p	hsa-miR-3130-3p	hsa-miR-3130-3p	MIMAT0014994	Endogenous1	37.55	16.1	65.14	49.66	44.86	58.52	42.31	17.06	31.84	19.84	39.71	44.38	20.36	34.61	14.38	17.55	28.96	33.06	34.87	17.79		
hsa-miR-3131	hsa-miR-3131	hsa-miR-3131	MIMAT0014996	Endogenous1	38.89	26.07	49.22	47.05	38.6	37.62	40.61	13.51	38.43	34.02	29.78	43.11	36.83	28.32	30.45	16.08	37.4	41.69	29.42	23.26		
hsa-miR-3136-5p	hsa-miR-3136-5p	hsa-miR-3136-5p	MIMAT0015003	Endogenous1	25.48	22.24	18.82	23.52	32.34	32.05	30.46	10.67	32.94	20.79	19.85	19.02	15.51	33.04	16.91	13.16	9.65	14.37	11.99	23.26		
hsa-miR-3140-3p	hsa-miR-3140-3p	hsa-miR-3140-3p	MIMAT0015008	Endogenous1	12.07	7.67	14.48	5.23	12.52	9.75	11.85	2.84	6.59	13.23	8.82	12.68	5.82	6.29	8.46	4.39	10.86	10.06	4.36	13.68		
