"miRNA","logFC","P.Value","adj.P.Val","AveExpr","t"
"hsa-miR-423-3p",0.0460749852025808,0.83782112336796,0.98176395954131,5.93394746073859,0.206830295893905
"hsa-miR-423-5p",0.0912158944047707,0.726466341695093,0.959506296398138,6.58367732608524,0.353793004047032
"hsa-miR-424-5p",0.394071018954065,0.305872309147969,0.919885363810611,7.82424188201912,1.04537585684226
"hsa-miR-425-5p",0.192056156784922,0.454040468275271,0.919885363810611,5.96488660237649,0.760573101006897
"hsa-miR-4284",-0.0124969486014948,0.974481838640296,0.991748303015441,3.97380800065542,-0.0323101126234405
"hsa-miR-4286",0.0797237149878178,0.728117218723604,0.959506296398138,5.5698989836876,0.351563812969195
"hsa-miR-429",-0.284901481173435,0.436450942263605,0.919885363810611,3.93886005824329,-0.790909812940545
"hsa-miR-431-5p",0.0718306615127333,0.877437370138898,0.990655101645292,3.63009585974545,0.155809018489613
"hsa-miR-432-5p",-0.0250831048409248,0.937805046166632,0.991748303015441,4.72979824080135,-0.078819399156938
"hsa-miR-433-3p",-0.350104111745489,0.280901865779762,0.919885363810611,4.53184869475185,-1.1021814659588
"hsa-miR-433-5p",-0.292551394604668,0.318113847110449,0.919885363810611,4.63413940389386,-1.01871893968775
"hsa-miR-4421",-0.538941623704124,0.142596177383849,0.919885363810611,4.01468235894301,-1.51398474093203
"hsa-miR-4425",-0.088156767680549,0.754487583359059,0.964816059500313,4.37444244559867,-0.316191161426474
"hsa-miR-4431",-0.0234415268899406,0.933539807954174,0.991748303015441,4.44256661249655,-0.0842376031679468
"hsa-miR-4435",-0.226747332290461,0.514630128395964,0.919885363810611,4.14293812082941,-0.661063679421146
"hsa-miR-4443",0.160426803107809,0.707411637352497,0.950361088564466,7.85267589251252,0.379658209529854
"hsa-miR-4448",0.21473790804878,0.540313585678054,0.919885363810611,4.09538315129921,0.620874103185104
"hsa-miR-4451",-0.195251299775888,0.646904645054665,0.948640213320057,4.75510106019893,-0.463669136439231
"hsa-miR-4454+hsa-miR-7975",0.24095324366052,0.549968134783798,0.919885363810611,11.8914447891663,0.606031727520096
"hsa-miR-4455",-0.435677912759195,0.134064754073462,0.919885363810611,5.44870941473186,-1.54862401463765
"hsa-miR-4458",-0.249863077564462,0.444365851448873,0.919885363810611,3.89312783432376,-0.777169099110788
"hsa-miR-4461",-0.0178886078576079,0.958563241636349,0.991748303015441,4.53137477023278,-0.0524811792882243
"hsa-miR-448",0.0500203575058897,0.873979180962564,0.990655101645292,4.69272687627185,0.160244051169392
"hsa-miR-4485-3p",0.108733571435751,0.751753336828332,0.964816059500313,4.28332504368552,0.31983906480947
"hsa-miR-4488",-0.397730568416645,0.245959405336541,0.919885363810611,4.59719286388858,-1.18815672161197
