"miRNA","logFC","P.Value","adj.P.Val","AveExpr","t"
"hsa-miR-4485-3p",-0.203319765467701,0.589945776553318,0.802575272355305,4.28332504368552,-0.545954978935872
"hsa-miR-4488",-0.411303036467059,0.27269237080603,0.670158901343609,4.59719286388858,-1.12164661763441
"hsa-miR-449a",-0.575925469348621,0.186011489196747,0.630695505869534,4.21947092714777,-1.35994197073887
"hsa-miR-449b-5p",-0.391594124117064,0.369890731929838,0.715603915430122,4.91199026737685,-0.913175552402375
"hsa-miR-449c-5p",-0.300491153881207,0.453117497711283,0.740927803941245,4.26462568056389,-0.762147154087419
"hsa-miR-450a-1-3p",0.190975226557803,0.542282781772453,0.78823617459821,4.66875172180544,0.617835480945319
"hsa-miR-450a-2-3p",-0.452446930537771,0.198791060740161,0.630695505869534,4.52289579897413,-1.32008370197228
"hsa-miR-450a-5p",0.0454171403783903,0.908979599261883,0.966918489836243,7.66009523249494,0.115492112775019
"hsa-miR-450b-3p",-0.306507833434349,0.413576829266133,0.735157937179889,4.82307480783475,-0.831503599829276
"hsa-miR-450b-5p",-0.543421335085522,0.0752329085944334,0.609467853313963,4.60582259892905,-1.85647539920898
"hsa-miR-4516",0.813253922487047,0.0292448734156052,0.609467853313963,7.1873883994935,2.31316503190402
"hsa-miR-451a",1.26699859506177,0.115518532059905,0.611921338001418,8.03557317216173,1.63068203444005
"hsa-miR-452-5p",0.228720441472703,0.584956610874147,0.802575272355305,4.10616707944489,0.553338464061855
"hsa-miR-4521",-0.403987699674831,0.333704036769662,0.695016846512226,3.88140881937057,-0.985782193273108
"hsa-miR-4524a-5p",0.462261075360169,0.299002397547839,0.688344123318227,3.63059644279948,1.06066525412973
"hsa-miR-4531",-0.546207111625326,0.183600187781227,0.630695505869534,4.6265766383638,-1.36770129328965
"hsa-miR-4532",-0.0137314591780147,0.972277606900912,0.994023047266888,4.07640320679105,-0.0351021709700481
"hsa-miR-4536-3p",-0.0794858985076177,0.835909613277299,0.934251920721687,4.81297179835248,-0.20930518822134
"hsa-miR-4536-5p",-0.197074108426086,0.587090267899258,0.802575272355305,6.02272724619983,-0.550177086540289
"hsa-miR-454-3p",-0.215354543465772,0.489474202969275,0.754264234839622,5.83135971371659,-0.701514951504072
"hsa-miR-455-3p",-0.703285002821041,0.0725431856447009,0.609467853313963,3.91617628000059,-1.87501357656349
"hsa-miR-455-5p",-0.487801953222815,0.11349901899321,0.611921338001418,4.46371202612077,-1.64026533508099
"hsa-miR-4647",-0.459286198873885,0.278677976370251,0.670158901343609,4.35274729643341,-1.10741338304573
"hsa-miR-4707-3p",-0.431954291493714,0.152896636761633,0.611921338001418,4.56556631992915,-1.47434308476389
"hsa-miR-4707-5p",-0.551975814827369,0.0919580175782113,0.611921338001418,5.00178702334216,-1.75257173235831
"hsa-miR-4741",-0.30698803689222,0.353876791928096,0.704223640794565,4.51208137880918,-0.944689695663546
"hsa-miR-4755-5p",-0.0715731941296722,0.825622726964938,0.930486982701656,5.42679309669667,-0.2226472439846
"hsa-miR-4787-3p",-0.915033793886753,0.0243412095785755,0.609467853313963,4.08717632380846,-2.39704217006571
