"Gene","Degree","Betweenness","Closeness","Eigenvector"
"TENT4A",11,0.00175975338693278,0.280656079146056,0.022492556815695
"SNAPIN",11,0.00170033096193509,0.28080229226361,0.0220757399222517
"PKD1",11,0.00225758156555808,0.291272629019184,0.0212887888571704
"GLA",11,0.00211913140409398,0.271263210870659,0.0153461566393933
"COL6A1",11,0.0026057207245412,0.271194968553459,0.0138082991554982
"HEXB",11,0.00650594400517575,0.264604810996564,0.0127997952479529
"ACAD8",11,0.000269044899461756,0.261333333333333,0.0101660128159794
"COMMD5",11,0.0030023944407259,0.276907269458002,0.00966415296866106
"GAN",11,0.00192367637660506,0.275421563617782,0.00923503638152913
"DCAF17",11,0.0049278928056909,0.273812547625095,0.00854889484580777
"AP4S1",11,0.00470296244377611,0.257217847769029,0.00823971083285828
"ATP6V0A2",11,0.00243989058006975,0.26551724137931,0.00620771266806708
"ATP6V0E2",11,0.000189558246639605,0.252873563218391,0.00512529417872413
"CCR4",10,0.000194944926078535,0.284357689264046,0.236709266724728
"CD200R1",10,0.000188518386147204,0.276552077988712,0.196856755759723
"THEMIS",10,0.000402568335186998,0.280072746167836,0.195904226191957
"ABCB1",10,0.00286234752132998,0.316221765913758,0.124480145162157
"BCL9L",10,0.000444233195978594,0.300529690549205,0.119760886813242
"DIDO1",10,0.000573721128780631,0.317245438493231,0.0978293570728793
"EML4",10,0.00196921163970884,0.316779312371437,0.0966980627691508
"ABI2",10,0.000905743744371179,0.296806167400881,0.0815473898355086
"CTC1",10,0.00125140886040387,0.315851157339584,0.0767728926769965
"ENO2",10,0.00498047506511947,0.313372093023256,0.0701633377491913
"NFKBIE",10,0.000135970633079811,0.275421563617782,0.0685968189189844
"CYBA",10,0.00226632212490957,0.296969696969697,0.0648094401626965
"ATP2A2",10,0.00222654156219302,0.304605820853348,0.0640027068254706
"ARPC3",10,0.000749821832080042,0.292299349240781,0.0622152676497066
"DGKE",10,0.0020093300551807,0.299444444444444,0.0544863422111145
"DDX20",10,0.00219320550194583,0.313099041533546,0.053367043282336
"TCEA3",10,0.00238353966742972,0.289473684210526,0.0438273954651113
"ARHGEF7",10,0.000740819790596721,0.286625897367721,0.0421351554135282
"FBLN5",10,0.00301979284107199,0.297872340425532,0.0408169335654943
"BRMS1",10,0.00142143087740269,0.281977504577557,0.0407162307482983
"CD14",10,0.000911625372085991,0.269904857285929,0.0312097458637142
"COA6",10,0.000610228610994316,0.280218351962568,0.0269618337325075
"COG4",10,0.00510550123277362,0.29664281783159,0.0266692881071969
"PSAP",10,0.000915657165413388,0.273882113821138,0.026189145442024
"SEPTIN6",10,0.00385158747666278,0.272704275233999,0.0225754014536272
"PAN2",10,0.000875025674369878,0.262606577344702,0.0192172106297345
"ZMAT2",10,0.000388266633989028,0.265910212136162,0.0174830079856621
"THOC7",10,0.00110416209993495,0.274230475705927,0.0165458163727299
